Artigo,Entregue,D,V,P.Unit,Soma
Body Anitta,1,,,12.3,
Body Tasha,7,,,12.3,
Conjunto Callesson Thalia,1,,,13.6,
Conjunto Nadia,1,,,15.4,
Tanga Cos Bia,2,,,4.7,
Tanga Fio Duplo Tika,1,,,4.4,
Tanga Soninha Cotton,3,,,5.2,
Tanga Tamares,1,,,3.2,
