Artigo,Entregue,D,V,P.Unit,Soma
Calesson Débora,7,,,4.2,
Callesson Noemi,4,,,5.7,
Callesson Vilary,6,,,4.8,
Camisete Calleson Hanna,3,,,11.7,
Camisola Alice,1,,,14.9,
Tanga Fio Duplo Tika,13,,,4.4,
Tanga Fio Duplo Valentina,6,,,3.5,
Tanga Fio Gaby,3,,,3.3,
Tanga Fio Jennifer,6,,,3.7,
Tanga Fio Soraia,4,,,3.2,
Tanga Fio Wendy,3,,,3.7,
Tanga Jamila,8,,,4.4,
